hex,reg_number,flag,lat,lng,alt,dir,speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
4BCDF6,TC-SOV,TR,40.719127,32.177559,10383,323,851,702,SXS702,XQ702,LTAF,ADA,EDDS,STR,SXS,XQ,B738,1706705142,en-route
06A108,A7-ALT,QA,27.15597,50.02524,10383,322,0,141,QTR141,QR141,OTHH,DOH,LEBL,BCN,QTR,QR,A359,1706705146,en-route
86D94A,JA832A,JP,34.576811,137.911368,10588,82,1131,650,ANA650,NH650,RJFT,KMJ,RJTT,HND,ANA,NH,B788,1706705147,en-route
0200ED,CN-RGH,MA,36.28806,-4.843406,11602,50,814,940,RAM940,AT940,GMMN,CMN,LIRF,FCO,RAM,AT,B738,1706705149,en-route
4CA4ED,EI-DPI,IE,48.963851,0.3946,11297,169,888,8230,RYR8230,FR8230,EGSS,STN,LEBL,BCN,RYR,FR,B738,1706705147,en-route
4B1887,HB-JHN,CH,47.925976,5.225692,8859,290,864,8,SWR8,LX8,LSZH,ZRH,KORD,ORD,SWR,LX,A333,1706705148,en-route
4D242D,9H-WAY,HU,47.811739,14.612042,11000,278,759,2269,WZZ2269,W62269,LHBP,BUD,,BSL,WZZ,W6,A21N,1706705149,en-route
4B19FD,HB-JVX,CH,50.135813,6.037099,8310,348,722,780,SWR780,LX780,LSZH,ZRH,EBBR,BRU,SWR,LX,E190,1706705148,en-route
3C6441,D-AIBA,DE,46.220542,20.435516,7800,300,733,1657,DLH1657,LH1657,LRTR,TSR,EDDM,MUC,DLH,LH,A319,1706705149,en-route
461F35,OH-LVH,FI,57.609042,16.977841,11891,54,796,954,FIN954,AY954,EKCH,CPH,EFHK,HEL,FIN,AY,A319,1706705149,en-route
71005E,HZ-AK19,SA,23.1216,87.85567,0,272,0,809,SVA809,SV809,VGHS,DAC,OEJN,JED,SVA,SV,B77W,1706705146,en-route
4B1803,HB-JCL,CH,47.116968,5.140507,8965,322,746,410,SWR410,LX410,LSGG,GVA,EIDW,DUB,SWR,LX,BCS3,1706705149,en-route
3C6654,D-AIRT,DE,46.5905,0.43025,0,26,0,1143,DLH1143,LH1143,LEBB,BIO,EDDF,FRA,DLH,LH,A321,1706705147,en-route
AAC33E,N793AV,CO,6.93926,-73.06121,10817,30,0,46,AVA46,AV46,SKBO,BOG,LEMD,MAD,AVA,AV,B788,1706705144,en-route
0D0E0E,XA-VBX,MX,21.697939,-100.974326,10383,301,785,1232,VIV1232,VB1232,MMMX,MEX,MMTJ,TIJ,VIV,VB,A21N,1706705146,en-route
40080F,G-SAJI,UK,56.274109,-1.869124,9407,349,740,24,LOG24,LM24,EGCC,MAN,EGPD,ABZ,LOG,LM,E145,1706705147,en-route
48ADA5,SP-LNF,PL,43.329357,26.913348,10383,323,811,134,LOT134,LO134,LTFM,IST,EPWA,WAW,LOT,LO,E195,1706705146,en-route
E49C02,PS-LBE,CL,-12.916151,-47.133236,10688,13,833,3804,LAN3804,LA3804,SBBR,BSB,SBSL,SLZ,LAN,LA,A21N,1706705150,en-route
4BB14A,TC-LJJ,TR,42.349935,26.462283,9164,291,944,33,THY33,TK33,LTFM,IST,KIAH,IAH,THY,TK,B77W,1706705149,en-route
400D5A,G-DBCG,UK,49.608763,1.122239,11891,143,870,590,BAW590,BA590,EGLL,LHR,LIMC,MXP,BAW,BA,A319,1706705148,en-route
3944F3,F-GRHT,FR,46.549517,8.313098,11297,152,894,1566,AFR1566,AF1566,LFPG,CDG,LIRQ,FLR,AFR,AF,A319,1706705148,en-route
E4988D,PS-GPK,BR,-14.04886,-43.47602,11297,72,0,1902,GLO1902,G31902,SBBR,BSB,SBSV,SSA,GLO,G3,B38M,1706705120,en-route
7503B2,9M-AJH,MY,-5.36723,111.78887,0,323,0,379,AXM379,AK379,WADD,DPS,WMKK,KUL,AXM,AK,A320,1706705147,en-route
861C10,JA60AN,JP,34.765404,139.236933,5849,63,840,98,ANA98,NH98,RJBB,KIX,RJTT,HND,ANA,NH,B738,1706705147,en-route
4D24EB,9H-VVM,IE,43.758237,12.678628,10992,309,759,3654,RYR3654,FR3654,LIBD,BRI,LIME,BGY,RYR,FR,B38M,1706705148,en-route
C0550C,C-GGFJ,CA,45.360883,-72.27264,7640,96,681,8244,ACA8244,AC8244,CYUL,YUL,CYHZ,YHZ,ACA,AC,DH8D,1706705150,en-route
3C6637,D-AIQW,DE,45.874917,5.860619,11594,48,814,1095,DLH1095,LH1095,LFBO,TLS,EDDF,FRA,DLH,LH,A320,1706705147,en-route
781BD2,B-220V,CN,23.303617,113.319684,1236,163,400,4676,CDG4676,SC4676,ZGGG,CAN,ZSQD,TAO,CDG,SC,B738,1706705026,en-route
3C6485,D-AIDE,DE,39.547099,3.08661,10947,61,833,1161,DLH1161,LH1161,LEVC,VLC,EDDF,FRA,DLH,LH,A321,1706705149,en-route
8013FB,VT-ISP,IN,23.94419,77.92592,0,247,0,6414,IGO6414,6E6414,VIBN,VNS,VAAH,AMD,IGO,6E,A20N,1706705144,en-route
4CA9D3,EI-EVK,IE,40.692262,-6.691493,10992,46,792,1081,RYR1081,FR1081,LPPT,LIS,EGSS,STN,RYR,FR,B738,1706705147,en-route
7C531F,VH-QPD,AU,-2.165068,106.11065,11297,151,833,36,QFA36,QF36,WSSS,SIN,YMML,MEL,QFA,QF,A333,1706705149,en-route
A655D7,N507VL,MX,21.115923,-100.064663,10383,282,651,766,VOI766,Y4766,MMMX,MEX,MMLM,LMM,VOI,Y4,A320,1706705148,en-route
3C66E4,D-AIWD,DE,54.846404,11.833844,7434,192,814,2441,DLH2441,LH2441,EKCH,CPH,EDDM,MUC,DLH,LH,A320,1706705149,en-route
461FA4,OH-LZO,FI,58.705174,19.292219,11000,237,833,1372,FIN1372,AY1372,EGPH,EDI,EFHK,HEL,FIN,AY,A321,1706705149,en-route
3C66A3,D-AIUC,DE,48.219015,14.681041,11602,285,796,1337,DLH1337,LH1337,LHBP,BUD,EDDF,FRA,DLH,LH,A320,1706705147,en-route
00C451,ZS-ZWA,ZA,-31.507752,26.352392,0,243,816,163,SFR163,FA163,FALE,DUR,FACT,CPT,SFR,FA,B738,1706705149,en-route
3C4969,D-ABKI,DE,32.66363,-12.16829,0,27,0,2149,TUI2149,X32149,GCFV,FUE,EDDV,HAJ,TUI,X3,B738,1706705147,en-route
E49B53,PS-GRC,BR,-11.66306,-46.829633,11297,18,851,1734,GLO1734,G31734,SBBR,BSB,SBSL,SLZ,GLO,G3,B38M,1706705147,en-route
471F03,HA-LTJ,MT,44.920544,17.149529,0,329,781,6613,WMT6613,W46613,LATI,TIA,EDDH,HAM,WMT,W4,A321,1706705146,en-route
E03613,LV-CXS,AR,-35.942587,-63.633248,11602,219,768,1688,ARG1688,AR1688,SAAR,ROS,SAZS,BRC,ARG,AR,B738,1706705146,en-route
4D2406,9H-EUR,DE,52.020494,1.865669,10703,79,814,9467,EWG9467,EW9467,EGLL,LHR,EDDL,DUS,EWG,EW,A320,1706705148,en-route
3C6657,D-AIRW,DE,47.320071,7.395731,10078,227,870,1076,DLH1076,LH1076,EDDF,FRA,LFLL,LYS,DLH,LH,A321,1706705148,en-route
4D21F7,9H-QAK,IE,39.20622,17.99351,10916,209,0,8370,RYR8370,FR8370,LATI,TIA,LICC,CTA,RYR,FR,B738,1706705149,en-route
8964FA,A6-BLU,AE,24.028368,42.960139,11899,101,1055,334,ETD334,EY334,OEJN,JED,OMAA,AUH,ETD,EY,B789,1706705146,en-route
44022B,OE-LXB,AT,44.128589,18.531966,0,147,800,727,AUA727,OS727,LOWW,VIE,LYPG,TGD,AUA,OS,A320,1706705146,en-route
4CAD29,EI-HET,IE,40.08841,3.61382,10992,26,0,1356,RYR1356,FR1356,LEAL,ALC,EDDK,CGN,RYR,FR,B38M,1706705149,en-route
89648D,A6-FGH,AE,28.3873,69.83248,0,228,0,356,FDB356,FZ356,OPFA,LYP,OMDB,DXB,FDB,FZ,B738,1706705148,en-route
4B1614,HB-IJK,CH,45.691532,11.58801,3972,140,611,1662,SWR1662,LX1662,LSZH,ZRH,LIPZ,VCE,SWR,LX,A320,1706705149,en-route
4CA2D5,EI-DLI,IE,38.329002,-9.2539,11907,183,818,2002,RYR2002,FR2002,LEST,SCQ,GCRR,ACE,RYR,FR,B738,1706705147,en-route
407FC7,G-UJEC,UK,36.240646,29.257074,0,319,811,8652,EZY8652,U28652,LCPH,PFO,EGKK,LGW,EZY,U2,A20N,1706705145,en-route
4BCCA9,TC-SEI,TR,52.622233,2.51508,11297,118,888,595,SXS595,XQ595,EGCC,MAN,LTAI,AYT,SXS,XQ,B738,1706705147,en-route
AD4EB4,N957AM,MX,19.292713,-101.240683,0,112,777,201,AMX201,AM201,MMGL,GDL,MMMX,MEX,AMX,AM,B738,1706705144,en-route
C025FC,C-FOJZ,CA,50.12462,-109.47543,10383,265,0,8189,ACA8189,AC8189,CYQR,YQR,CYVR,YVR,ACA,AC,CRJ9,1706705149,en-route
A41743,N36280,US,32.59213,142.40468,11907,166,0,874,UAL874,UA874,RJAA,NRT,PGUM,GUM,UAL,UA,B738,1706705111,en-route
0D0EC2,XA-VYE,MX,22.8895,-98.34788,10688,15,0,152,VIV152,VB152,MMMX,MEX,KIAH,IAH,VIV,VB,A320,1706705149,en-route
4CADBA,EI-IGH,IE,40.716821,0.461712,11602,11,796,8426,RYR8426,FR8426,LEAL,ALC,EGGW,LTN,RYR,FR,B38M,1706705146,en-route
800CC1,VT-GSE,IN,18.616597,77.788282,9773,27,759,147,SDG147,S5147,VABM,IXG,VANP,NAG,SDG,S5,E145,1706705150,en-route
8A03AC,PK-GLR,ID,-2.58896,105.567131,10070,156,796,945,CTV945,QG945,WIDD,BTH,WIII,CGK,CTV,QG,A320,1706705149,en-route
4BAA0A,TC-JPJ,TR,57.18791,25.32546,0,205,0,402,THY402,TK402,ULLI,LED,LTFM,IST,THY,TK,A320,1706705147,en-route
781F2B,B-91A5,CN,40.089295,116.730267,2440,172,481,1112,CCA1112,CA1112,ZBHH,HET,ZBAA,PEK,CCA,CA,AJ27,1706705146,en-route
4B0292,HB-AZI,CH,45.426006,8.799546,924,287,375,1628,SWR1628,LX1628,LSZH,ZRH,LIMC,MXP,SWR,LX,E295,1706705146,en-route
3C4DD2,D-ACNR,DE,50.01125,13.280852,9651,198,922,1637,DLH1637,LH1637,EPPO,POZ,EDDM,MUC,DLH,LH,CRJ9,1706705147,en-route
46B825,SX-NAE,GR,41.12311,-1.51074,8455,80,0,701,AEE701,A3701,LEMD,MAD,LGAV,ATH,AEE,A3,A21N,1706705147,en-route
4D2241,9H-QCO,IE,45.065545,10.155983,10688,250,777,3639,RYR3639,FR3639,LIPH,TSF,LEZG,ZAZ,RYR,FR,B738,1706705149,en-route
4D22B8,9H-LOM,IE,45.786446,23.009259,10992,302,814,680,RYR680,FR680,LROP,OTP,LOWW,VIE,RYR,FR,A320,1706705149,en-route
392AF2,F-GKXS,FR,39.749644,-3.467217,11000,5,785,1747,AFR1747,AF1747,LEMG,AGP,LFPG,CDG,AFR,AF,A320,1706705146,en-route
34608D,EC-NAX,ES,39.7099,4.01789,1655,134,0,3700,VLG3700,VY3700,LEBL,BCN,LEMH,MAH,VLG,VY,A20N,1706705144,en-route
780A4E,B-LPE,HK,9.6433,99.65958,9476,20,0,742,CRK742,HX742,VTSP,HKT,VHHH,HKG,CRK,HX,A320,1706705133,en-route
71C529,HL8529,KR,34.665705,129.428085,9164,325,666,782,KAL782,KE782,RJFF,FUK,RKSI,ICN,KAL,KE,A21N,1706705149,en-route
4952C7,CS-TVG,PT,51.490925,17.467473,11000,250,805,1205,TAP1205,TP1205,EPWA,WAW,LPPT,LIS,TAP,TP,A20N,1706705148,en-route
3C4DD4,D-ACNT,DE,52.171547,8.022869,1023,349,420,64,DLH64,LH64,EDDF,FRA,EDDG,FMO,DLH,LH,CRJ9,1706705149,en-route
4BA910,TC-JHP,TR,40.43234,31.63763,7975,107,0,2158,THY2158,TK2158,LTFM,IST,LTAC,ESB,THY,TK,B738,1706705148,en-route
4B027F,HB-AYP,UK,48.256975,3.713482,10383,325,707,1441,EZY1441,U21441,LSGG,GVA,EGKK,LGW,EZY,U2,A20N,1706705150,en-route
7020B3,S2-STA,BD,23.455135,90.778291,4101,327,475,448,AWA448,2A448,VGCB,CXB,VGHS,DAC,AWA,2A,AT76,1706705146,en-route
3C64AB,D-AIEK,DE,40.041694,-7.550678,9072,45,842,1167,DLH1167,LH1167,LPPT,LIS,EDDF,FRA,DLH,LH,A21N,1706705149,en-route
407A05,G-UZLL,UK,51.949638,2.729746,6725,261,722,2516,EZY2516,U22516,EHAM,AMS,EGGW,LTN,EZY,U2,A20N,1706705148,en-route
484F18,PH-BCB,NL,46.939281,21.397562,0,304,805,1374,KLM1374,KL1374,LROP,OTP,EHAM,AMS,KLM,KL,B738,1706705146,en-route
4D244C,9H-VVH,IE,49.74831,5.992625,12516,58,781,9548,RYR9548,FR9548,LFOB,BVA,LRCL,CLJ,RYR,FR,B38M,1706705150,en-route
89405C,A9C-AE,BH,40.732389,29.829383,8783,92,611,44,GFA44,GF44,LTFM,IST,OBBI,BAH,GFA,GF,A320,1706705150,en-route
4951B7,CS-TMW,PT,40.66063,-8.61609,0,0,538,1926,TAP1926,TP1926,LPPT,LIS,LPPR,OPO,TAP,TP,A320,1706705147,en-route
7501FC,9M-AHY,MY,2.821374,105.459319,9705,106,829,5212,AXM5212,AK5212,WMKK,KUL,WBGG,KCH,AXM,AK,A320,1706705147,en-route
4BAA08,TC-JPH,TR,39.485127,27.945084,8859,168,740,2562,THY2562,TK2562,LTFM,IST,LTBS,DLM,THY,TK,A320,1706705148,en-route
A95DA0,N702SV,US,16.962752,-63.008525,5110,300,450,113,SIL113,3M113,TDPD,DOM,TJSJ,SJU,SIL,3M,AT76,1706705146,en-route
E4943E,PR-XMD,BR,-12.280368,-48.16562,11602,356,814,1990,GLO1990,G31990,SBBR,BSB,SBBE,BEL,GLO,G3,B38M,1706705150,en-route
80148E,VT-IIJ,IN,17.345689,80.867369,10383,262,740,783,IGO783,6E783,VEVZ,VTZ,VOHS,HYD,IGO,6E,A20N,1706705149,en-route
0D0381,XA-BAC,MX,23.00111,-101.47497,0,145,0,101,SLI101,5D101,MMTC,TRC,MMMX,MEX,SLI,5D,E190,1706705149,en-route
4B187E,HB-JHE,CH,47.828466,5.724362,9125,289,861,14,SWR14,LX14,LSZH,ZRH,KJFK,JFK,SWR,LX,A333,1706705147,en-route
A58DE0,N457UA,US,21.62077,-100.68825,10375,305,0,820,UAL820,UA820,MMMX,MEX,KSFO,SFO,UAL,UA,A320,1706705146,en-route
00834D,ZS-YAH,ZA,-32.251933,21.340845,11975,48,814,928,LNK928,4Z928,FACT,CPT,FAOR,JNB,LNK,4Z,E190,1706705145,en-route
AD9C6C,N9761B,US,44.112387,-84.713958,2417,348,272,604,MRA604,,KLAN,LAN,KGLR,GLR,MRA,,C208,1706705146,en-route
4CADBD,EI-IGK,IE,39.097108,-3.55507,10992,360,777,4122,RYR4122,FR4122,LEMG,AGP,EGGD,BRS,RYR,FR,B38M,1706705149,en-route
71C000,HL8000,KR,32.774824,125.97751,0,221,688,135,TWB135,TW135,RKPK,PUS,VLVT,VTE,TWB,TW,B738,1706705149,en-route
40772F,G-UZHZ,UK,35.667825,-7.84409,10985,8,829,8706,EZY8706,U28706,GMMX,RAK,EGKK,LGW,EZY,U2,A20N,1706705148,en-route
00B095,ZS-SJS,ZA,-32.313199,28.445142,0,224,772,421,SFR421,FA421,FALE,DUR,FAPE,PLZ,SFR,FA,B738,1706705143,en-route
A9F655,N741AV,CO,3.892984,-75.462111,10855,231,855,8385,AVA8385,AV8385,SKBO,BOG,SEGU,GYE,AVA,AV,A319,1706705147,en-route
8014E4,VT-IMN,IN,15.882281,75.230715,11305,135,907,5221,IGO5221,6E5221,VABB,BOM,VOBL,BLR,IGO,6E,A21N,1706705147,en-route
3C667A,D-AISZ,DE,52.472516,9.947477,9773,350,729,862,DLH862,LH862,EDDF,FRA,ENGM,OSL,DLH,LH,A321,1706705147,en-route
E06443,LV-FQC,AR,-38.64469,-67.14911,11297,52,0,1635,ARG1635,AR1635,SAZS,BRC,SABE,AEP,ARG,AR,B738,1706705146,en-route
3C674D,D-AIZM,DE,53.817525,11.275713,10390,195,829,827,DLH827,LH827,EKCH,CPH,EDDF,FRA,DLH,LH,A320,1706705148,en-route
4601FA,OH-ATM,FI,61.424925,23.487068,7632,174,463,314,FIN314,AY314,EFVA,VAA,EFHK,HEL,FIN,AY,AT75,1706705146,en-route
3C54A4,D-AEED,DE,30.349489,-15.625755,10383,17,796,9559,EWG9559,EW9559,GCTS,TFS,EDDL,DUS,EWG,EW,A21N,1706705148,en-route
4B1A37,HB-JYD,UK,53.78972,-2.85728,11297,164,814,1562,EZY1562,U21562,EGPH,EDI,LSGG,GVA,EZY,U2,A320,1706705149,en-route
30055B,I-ADJS,IT,45.702768,11.12355,9773,3,777,8195,DLA8195,EN8195,LIRQ,FLR,EDDM,MUC,DLA,EN,E195,1706705149,en-route
A120FE,N172DZ,US,-22.035708,-43.285039,7129,330,779,60,DAL60,DL60,SBGL,GIG,KATL,ATL,DAL,DL,B763,1706705149,en-route
7813B8,B-1104,CN,23.615607,117.095984,5681,43,844,6275,EPA6275,DZ6275,ZGSD,ZUH,ZSQZ,JJN,EPA,DZ,B738,1706705148,en-route
71C311,HL8311,KR,34.20291,127.90421,4582,47,0,1562,KAL1562,KE1562,RKPC,CJU,RKPK,PUS,KAL,KE,BCS3,1706705148,en-route
89637D,A6-EIT,AE,36.058079,27.736084,0,124,874,90,ETD90,EY90,LGAV,ATH,OMAA,AUH,ETD,EY,A320,1706705147,en-route
4D241A,9H-WAF,MT,44.340141,22.881084,9865,264,831,3139,WMT3139,W43139,LROP,OTP,LIPE,BLQ,WMT,W4,A21N,1706705147,en-route
E48613,PR-GUE,BR,-13.5116,-45.08996,0,58,0,2102,GLO2102,G32102,SBBR,BSB,SBJP,JPA,GLO,G3,B738,1706705101,en-route
8015AD,VT-IBK,IN,13.678543,74.760733,10390,332,853,738,IGO738,6E738,VOCI,COK,VABB,BOM,IGO,6E,A21N,1706705144,en-route
89663C,A6-WAB,AE,25.897127,52.608419,9781,298,648,7005,WAZ7005,5W7005,OMAA,AUH,LCLK,LCA,WAZ,5W,A321,1706705148,en-route
020057,CN-RNZ,MA,35.898998,-6.134523,10992,40,796,950,RAM950,AT950,GMMN,CMN,LIMC,MXP,RAM,AT,B738,1706705148,en-route
0D0F84,XA-VUG,MX,20.677928,-98.905874,9057,360,851,5186,VOI5186,Y45186,MMMX,MEX,MMMY,MTY,VOI,Y4,A21N,1706705147,en-route
46AC21,SX-KAA,RS,44.767719,24.349843,7510,92,722,142,ASL142,JU142,LYBE,BEG,LROP,OTP,ASL,JU,E170,1706705149,en-route
4CA258,EI-DHC,IE,53.928348,-2.021776,7335,29,750,16,RYR16,FR16,EIDW,DUB,EGNT,NCL,RYR,FR,B738,1706705146,en-route
86D244,JA813A,JP,35.898714,142.38384,9948,63,1064,118,ANA118,NH118,RJTT,HND,KSEA,SEA,ANA,NH,B788,1706705148,en-route
4D21FE,9H-QAN,IE,40.977015,4.018631,10337,104,842,58,RYR58,FR58,LEBL,BCN,LIRN,NAP,RYR,FR,B738,1706705147,en-route
E84074,HC-CPZ,CL,-2.158247,-79.884147,0,209,168,1419,LAN1419,LA1419,SEQM,UIO,SEGU,GYE,LAN,LA,A319,1706705147,en-route
4D248C,9H-WDC,HU,46.887644,18.120742,11000,317,790,4091,WZZ4091,W64091,LYBE,BEG,EDLW,DTM,WZZ,W6,A320,1706705149,en-route
484F72,PH-AKB,NL,51.533913,1.64759,9613,266,831,651,KLM651,KL651,EHAM,AMS,KIAD,IAD,KLM,KL,A333,1706705146,en-route
4D24C2,9H-WZW,HU,46.425524,14.754232,11289,109,840,4106,WZZ4106,W64106,EDJA,FMM,LYBE,BEG,WZZ,W6,A320,1706705147,en-route
4010EE,G-EZBZ,UK,39.669069,-4.497153,10505,22,779,8006,EZY8006,U28006,LEZL,SVQ,EGKK,LGW,EZY,U2,A319,1706705149,en-route
3C64A5,D-AIEE,DE,42.315291,12.009948,5895,351,796,1867,DLH1867,LH1867,LIRF,FCO,EDDM,MUC,DLH,LH,A21N,1706705146,en-route
4D233F,9H-AMP,MX,23.12394,-101.63996,0,204,0,3191,VIV3191,VB3191,MMMY,MTY,MMGL,GDL,VIV,VB,A320,1706705146,en-route
3C4DD5,D-ACNU,DE,50.02152,19.293748,10840,263,740,1605,DLH1605,LH1605,EPRZ,RZE,EDDM,MUC,DLH,LH,CRJ9,1706705150,en-route
4D2269,9H-QAU,IE,48.160023,-0.341584,11297,223,888,7475,RYR7475,FR7475,LFOB,BVA,LPPR,OPO,RYR,FR,B738,1706705149,en-route
4951D4,CS-TNT,PT,38.645481,-9.222539,985,51,346,1927,TAP1927,TP1927,LPPR,OPO,LPPT,LIS,TAP,TP,A320,1706705148,en-route
151E0C,RA-73228,RU,44.60719,47.59473,0,0,722,6942,PBD6942,DP6942,URSS,AER,UUEE,SVO,PBD,DP,B738,1706705095,en-route
3443D4,EC-LVP,ES,41.294848,2.077239,0,216,44,3909,VLG3909,VY3909,LEPA,PMI,LEBL,BCN,VLG,VY,A320,1706705146,en-route
40649F,G-EUYK,UK,54.136191,-2.128196,7609,197,744,1327,BAW1327,BA1327,EGNT,NCL,EGLL,LHR,BAW,BA,A320,1706705148,en-route
46DCA2,SX-WEB,GR,41.332914,13.681705,10627,110,855,821,SEH821,GQ821,LIRF,FCO,LGAV,ATH,SEH,GQ,A20N,1706705147,en-route
4D234F,9H-VUP,IE,57.144012,13.692239,10992,221,850,9795,RYR9795,FR9795,ESSA,ARN,GMMX,RAK,RYR,FR,B38M,1706705149,en-route
800D52,VT-RKM,IN,16.650415,76.803137,4886,248,407,879,LLR879,9I879,VOHS,HYD,VOGO,GOI,LLR,9I,AT76,1706705149,en-route
05A09F,8Q-IAZ,MV,2.5154,73.60347,0,187,0,106,DQA106,Q2106,VRMM,MLE,VRMG,GAN,DQA,Q2,AT76,1706705148,en-route
461E16,OH-LKG,FI,55.261357,13.133478,11602,48,759,1424,FIN1424,AY1424,EDDH,HAM,EFHK,HEL,FIN,AY,E190,1706705149,en-route
8014BB,VT-IMH,IN,17.56559,76.24212,11289,116,944,5228,IGO5228,6E5228,VABB,BOM,VOHS,HYD,IGO,6E,A21N,1706705150,en-route
4CADA6,EI-INA,IT,42.073,11.116401,8615,312,759,1417,ITY1417,AZ1417,LIRF,FCO,LIMF,TRN,ITY,AZ,A20N,1706705149,en-route
461E1D,OH-LKN,FI,54.598343,15.405343,11297,25,763,1434,FIN1434,AY1434,EDDB,BER,EFHK,HEL,FIN,AY,E190,1706705147,en-route
3C6751,D-AIZQ,DE,51.2442,9.2681,9057,18,775,16,DLH16,LH16,EDDF,FRA,EDDH,HAM,DLH,LH,A320,1706705149,en-route
E80600,CC-AWA,CL,-34.049489,-70.934581,5811,193,692,191,JAT191,JA191,SCEL,SCL,SCTE,PMC,JAT,JA,A320,1706705148,en-route
0D06E5,XA-ACK,MX,19.791201,-99.585532,0,80,555,2531,AMX2531,AM2531,MMSP,SLP,MMMX,MEX,AMX,AM,E190,1706705149,en-route
02012C,CN-RGV,MA,38.723232,-4.714544,11907,203,844,973,RAM973,AT973,LEMD,MAD,GMMN,CMN,RAM,AT,B738,1706705148,en-route
4B17FC,HB-JCE,CH,48.582661,8.201836,8661,202,844,1083,SWR1083,LX1083,EDDF,FRA,LSGG,GVA,SWR,LX,BCS3,1706705146,en-route
0D0947,XA-VAO,MX,19.113443,-100.785204,0,112,864,1057,VIV1057,VB1057,MMGL,GDL,MMMX,MEX,VIV,VB,A320,1706705148,en-route
71C301,HL8301,KR,33.164164,127.138195,0,192,753,2427,JJA2427,7C2427,RKTN,TAE,RPVM,CEB,JJA,7C,B738,1706705149,en-route
7501E9,9M-XXE,MY,5.487639,99.57114,10086,315,907,188,XAX188,D7188,WMKK,KUL,VIAR,ATQ,XAX,D7,A333,1706705148,en-route
0D04AE,XA-FAC,MX,24.18823,-100.92997,0,,0,2226,AMX2226,AM2226,MMQT,QRO,MMMY,MTY,AMX,AM,E190,1706705149,en-route
4D247A,9H-WBO,MT,45.982986,24.011885,11358,243,803,3675,WMT3675,W43675,LRIA,IAS,LIRA,CIA,WMT,W4,A320,1706705146,en-route
3C65D1,D-AINQ,DE,47.692052,16.571828,10383,281,772,1677,DLH1677,LH1677,LHBP,BUD,EDDM,MUC,DLH,LH,A20N,1706705146,en-route
780EF0,B-8222,CN,29.28992,119.539799,0,183,783,2973,CES2973,MU2973,ZSWX,WUX,ZSAM,XMN,CES,MU,A320,1706705147,en-route
3C6450,D-AIBP,DE,50.818973,19.488252,11602,222,777,1613,DLH1613,LH1613,EPWA,WAW,EDDM,MUC,DLH,LH,A319,1706705147,en-route
3C4D4A,D-ACJJ,NL,51.739308,6.443147,3058,128,555,1857,KLM1857,KL1857,EHAM,AMS,EDDL,DUS,KLM,KL,E190,1706705149,en-route
471F37,HA-LVJ,HU,57.459751,10.794046,10695,121,926,1750,WZZ1750,W61750,ENHD,HAU,EPGD,GDN,WZZ,W6,A21N,1706705146,en-route
800D8C,VT-IJF,IN,15.910328,81.756157,10840,212,833,6089,IGO6089,6E6089,VEVZ,VTZ,VOMM,MAA,IGO,6E,A20N,1706705144,en-route
8014BC,VT-IIR,IN,23.175936,90.766822,5437,57,766,485,IGO485,6E485,VECC,CCU,VEAT,IXA,IGO,6E,A20N,1706705146,en-route
880C43,HS-CBC,TH,9.475266,98.768853,9384,24,851,3010,AIQ3010,FD3010,VTSP,HKT,VTBD,DMK,AIQ,FD,A20N,1706705145,en-route
7811D4,B-1482,CN,24.580203,118.242243,1480,144,370,8460,CGN8460,9H8460,ZSAM,XMN,ZUGY,KWE,CGN,9H,B738,1706705149,en-route
780BE9,B-1932,CN,24.830319,113.45823,9019,22,950,1160,CDG1160,SC1160,ZGSD,ZUH,ZBAA,PEK,CDG,SC,B738,1706705145,en-route
78130E,B-1207,CN,24.068723,116.632357,0,89,683,3805,CSN3805,CZ3805,ZGGG,CAN,ZSAM,XMN,CSN,CZ,B38M,1706705146,en-route
3007EE,I-ADJZ,IT,47.130312,20.746836,9872,281,796,8321,DLA8321,EN8321,LRCL,CLJ,EDDM,MUC,DLA,EN,E195,1706705149,en-route
E48E0B,PR-GXF,BR,-13.85728,-45.57872,0,48,0,1772,GLO1772,G31772,SBBR,BSB,SBRF,REC,GLO,G3,B738,1706705147,en-route
7C0012,VH-AAS,MX,-33.218496,150.119853,5811,122,444,221,AMX221,AM221,MMGL,GDL,MMMX,MEX,AMX,AM,B350,1706705147,en-route
4D2280,9H-QBE,IE,41.430608,11.81899,4239,38,592,4323,RYR4323,FR4323,LIEE,CAG,LIRA,CIA,RYR,FR,B738,1706705148,en-route
C080DD,C-GWUU,CA,-33.475696,-70.807414,1396,202,370,93,ACA93,AC93,SCEL,SCL,CYYZ,YYZ,ACA,AC,B789,1706705146,en-route
471EFC,HA-LTC,HU,57.550108,13.39239,10070,136,814,1744,WZZ1744,W61744,ENTO,TRF,EPGD,GDN,WZZ,W6,A321,1706705148,en-route
4CA84E,EI-EMF,IE,51.381683,-5.923872,11297,118,857,1182,RYR1182,FR1182,EINN,SNN,EGKK,LGW,RYR,FR,B738,1706705148,en-route
0D0ACA,XA-VAX,MX,20.421825,-101.96459,9476,104,888,3254,VIV3254,VB3254,MMGL,GDL,MMVA,VSA,VIV,VB,A320,1706705146,en-route
